CAMBODIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,          Credit,...,...,...,...,...,...,… |,618.5,639.1,592.8,"1,117.2","1,297.6","1,481.2","1,584.5","1,755.3","1,759.5","1,741.4","1,901.5","1,859.5"
,          Debit,...,...,...,...,...,...,… |,25.8,31.3,24.7,24.7,25.8,87.2,122.5,141.8,123.5,180.0,145.7,136.3
,Capital account,...,...,...,...,...,...,288.9 |,269.5,245.4,311.6,433.6,367.4,295.9,315.0,268.1,265.1,283.3,278.5,293.1
,Financial account,183.6,58.7,164.8,243.7,219.1,310.5,212.9 |,360.6,893.2,370.6,860.2,"1,098.1","1,421.2","1,523.3","1,876.3","2,117.3","2,247.4","3,103.8","4,005.1"
,     Direct investment,141.9,142.1,139.1,74.3,121.2,374.9,474.8 |,775.8,789.3,909.5,"1,321.6","1,343.3","1,799.9","1,826.5","1,771.4","1,735.0","2,396.8","2,673.2","2,978.6"
,     Portfolio investment,-7.2,-7.7,-7.5,-7.7,-8.0,-7.2,-8.2 |,-6.3,-11.6,-7.6,-36.7,-6.1,-34.2,-18.8,-22.5,-14.7,-2.1,-5.5,-42.4
,     Financial derivatives,74.6,78.1,124.2,148.6,154.4,144.0,122.1 |,...,...,...,...,...,...,...,...,...,...,...,...
,     Other investment,-25.7,-153.8,-91.0,28.5,-48.5,-201.2,-375.9 |,-408.9,115.4,-531.3,-424.7,-239.0,-344.5,-284.4,127.4,396.9,-147.3,436.0,"1,068.9"
,Net errors and omissions,12.4,24.7,0.9,-39.8,-45.8,-11.0,-40.2 |,-37.9,-93.6,-60.8,-162.2,-138.2,-126.6,-210.5,23.7,15.7,29.3,-8.1,45.1
,Overall balance,95.5,40.4,66.6,36.6,58.5,74.4,199.5 |,412.8,522.0,-4.7,150.3,308.7,375.4,351.8,754.4,830.7,872.6,"1,631.0","1,570.4"
,Reserves and related items,-95.5,-40.4,-66.6,-36.6,-58.5,-74.4,-199.5 |,412.8,522.0,-4.7,150.3,308.7,375.4,351.8,754.4,830.7,872.6,"1,631.0","1,570.4"
,International investment position,...,...,...,...,...,...,...,...,...,...,"-1,122.4","-1,794.8","-2,042.2","-2,907.4","-4,499.1","-7,437.6","-8,895.4","-13,628.7","-17,939.5"
,,,,,,,,,,,,,,,,,,,,
,              Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,38.1,39.4,41.3,44.7,48.5,46.2,50.8,38.7,33.8,30.2,34.7,39.3,40.4,46.3,48.9,51.7,51.3,50.6,52.8
,               Imports,52.8,52.5,55.0,57.2,61.3,62.3,65.6,50.7,50.1,46.9,58.6,63.5,65.5,70.1,72.0,73.6,70.5,69.9,76.5
,               Balance on goods, -14.7, -13.1, -13.8, -12.5, -12.7, -16.1, -14.8, -12.1, -16.2, -16.7, -23.9, -24.2, -25.1, -23.9, -23.1, -21.9, -19.2, -19.3, -23.8
,               Current account balance, -2.7, -1.1, -2.3, -3.6, -2.2, -3.6, -3.6, -2.1, -5.1, -6.0, -8.7, -7.9, -8.6, -8.4, -8.5, -8.7, -8.4, -7.9, -11.3
,               Overall balance,2.6,1.0,1.6,0.8,1.1,1.2,2.7,4.8,5.0, -0.0,1.3,2.4,2.7,2.3,4.5,4.6,4.4,7.4,6.4
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,610.9,697.6,913.7,981.9,"1,118.2","1,158.6","1,410.7","2,143.2","2,640.6","3,288.5","3,802.1","4,069.0","4,938.0","4,995.4","6,105.6","7,376.3","9,122.3","12,200.1","14,628.3"
,"     Gold, national valuation",109.2,110.8,137.5,166.4,175.0,205.6,253.4,336.3,349.0,437.3,547.0,619.3,670.7,479.1,479.6,493.4,729.0,938.1,"1,255.1"
,     Foreign exchange,501.5,586.3,775.6,815.3,943.1,952.7,"1,157.1","1,806.7","2,291.4","2,743.7","3,149.7","3,344.7","4,162.2","4,411.0","5,527.0","6,760.5","8,245.2","11,104.9","13,219.6"
,     Reserve position in the IMF,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,29.4,31.2,30.4
,     SDRs,0.2,0.5,0.5,0.2,0.1,0.2,0.2,0.2,0.1,107.4,105.4,105.0,105.1,105.3,99.0,122.4,118.8,125.9,123.2
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (KR–$),,,,,,,,,,,,,,,,,,,
,End of period,"3,905.0","3,895.0","3,930.0","3,984.0","4,027.0","4,112.0","4,057.0","3,999.0","4,077.0","4,165.0","4,051.0","4,039.0","3,995.0","3,995.0","4,075.0","4,051.5","4,044.5","4,041.5","4,033.0"
,Average of period,"3,840.8","3,916.3","3,912.1","3,973.3","4,016.3","4,092.5","4,103.3","4,056.2","4,054.2","4,139.3","4,184.9","4,058.5","4,033.0","4,027.3","4,037.5","4,067.8","4,058.7","4,050.6","4,051.2"
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS    as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"1,946.0 ","2,016.6 ","2,229.1 ","2,519.5 ","2,725.5 ","2,769.0 ","2,859.7 ","2,064.0 ","2,466.0 ","3,120.6 ","3,824.9 ","4,471.2 ","6,561.1 ","7,430.5 ","8,130.2 ","9,697.6 ","11,204.0 ","11,898.0 ",...
,     Long-term debt,"1,852.6 ","1,917.3 ","2,111.8 ","2,392.9 ","2,604.2 ","2,665.7 ","2,836.5 ","2,039.7 ","2,361.3 ","2,759.0 ","3,316.6 ","3,845.7 ","5,589.2 ","6,338.5 ","6,921.4 ","8,261.5 ","9,364.2 ","10,000.1 ",...
,          Public and publicly guaranteed,"1,852.6 ","1,917.3 ","2,111.8 ","2,392.9 ","2,604.2 ","2,665.7 ","2,836.5 ","2,039.7 ","2,361.3 ","2,564.6 ","2,874.4 ","3,278.5 ","4,099.3 ","4,625.6 ","5,064.8 ","5,451.2 ","5,646.7 ","6,380.5 ",...
,          Private nonguaranteed,–,–,–,–,–,–,–,–,–,194.4 ,442.2 ,567.1 ,"1,489.9 ","1,712.9 ","1,856.6 ","2,810.3 ","3,717.6 ","3,619.6 ",...
,     Short-term debt,0.1 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,–,81.0 ,230.0 ,379.0 ,496.7 ,842.9 ,962.7 ,"1,087.2 ","1,319.8 ","1,727.0 ","1,778.4 ",...
,     Use of IMF credit,93.4 ,99.2 ,117.2 ,126.5 ,121.3 ,103.3 ,23.2 ,24.4 ,23.7 ,131.6 ,129.2 ,128.8 ,129.0 ,129.2 ,121.6 ,116.3 ,112.8 ,119.5 ,...
,,,,,,,,,,,,,,,,,,,,
,               External debt   (% of GNI),55.1 ,52.5 ,54.4 ,56.2 ,53.2 ,46.1 ,41.1 ,24.8 ,24.8 ,31.4 ,35.7 ,36.6 ,49.2 ,51.0 ,51.4 ,57.2 ,59.6 ,57.2 ,...
,               Total long-term debt   (% of total debt),95.2 ,95.1 ,94.7 ,95.0 ,95.5 ,96.3 ,99.2 ,98.8 ,95.8 ,88.4 ,86.7 ,86.0 ,85.2 ,85.3 ,85.1 ,85.2 ,83.6 ,84.0 ,...
,               Short-term debt   (% of total debt),0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,–,3.3 ,7.4 ,10.3 ,11.7 ,13.4 ,13.5 ,13.7 ,14.4 ,...,...,...
,               Debt service   (% of exports of goods and services),0.7 ,0.9 ,0.8 ,0.9 ,0.8 ,0.7 ,0.6 ,0.6 ,0.8 ,1.0 ,1.1 ,4.0 ,6.0 ,5.7 ,5.4 ,4.9 ,5.4 ,3.9 ,...
,,,,,,,,,,,,,,,,,,,,
,Debt service    transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,–,0.9 ,1.3 ,3.2 ,5.1 ,7.7 ,15.3 ,12.6 ,19.4 ,26.1 ,33.4 ,276.9 ,491.5 ,549.6 ,584.6 ,580.3 ,618.8 ,450.4 ,592.3 
,     Interest on long-term debt,4.2 ,4.5 ,6.0 ,8.1 ,11.0 ,12.2 ,13.0 ,13.9 ,19.1 ,21.5 ,26.9 ,33.0 ,43.7 ,55.7 ,62.5 ,70.8 ,148.4 ,147.2 ,194.2 
,     Interest on short-term debt,–,–,–,–,–,–,–,–,3.1 ,1.6 ,4.6 ,11.4 ,12.1 ,12.2 ,13.4 ,17.4 ,30.1 ,40.7 ,...
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),1.4 ,0.9 ,1.1 ,1.1 ,0.9 ,1.3 ,1.0 ,1.5 ,1.0 ,1.1 ,1.5 ,1.2 ,1.7 ,1.3 ,1.3 ,0.9 ,1.1 ,0.6 ,...
,     Maturity   (years),30.2 ,34.5 ,30.1 ,32.7 ,30.4 ,26.1 ,26.4 ,23.3 ,27.7 ,25.3 ,25.1 ,25.7 ,23.0 ,27.3 ,27.6 ,30.3 ,29.3 ,32.1 ,...
,     Grace period   (years),8.1 ,9.9 ,8.9 ,9.2 ,8.9 ,8.7 ,9.6 ,7.6 ,8.8 ,8.8 ,8.2 ,9.7 ,6.3 ,8.2 ,8.7 ,7.9 ,8.0 ,7.7 ,...
,     Grant element   (%),68.1 ,76.8 ,71.3 ,73.7 ,73.1 ,67.5 ,71.1 ,62.0 ,70.2 ,67.7 ,64.0 ,69.1 ,59.1 ,66.4 ,67.7 ,71.9 ,70.3 ,74.9 ,...
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in the series; 0.0 = magnitude is less than half of unit employed; – = magnitude equals zero; * = provisional, preliminary, estimate, budget figure; $ = United States dollars; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; KR = riels; kWh = kilowatt-hour; NPISHs = nonprofit institutions serving households; SDRs = special drawing rights.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2008 and 2013, figures are based on the Inter-Censal Population Survey of the Kingdom of Cambodia. For all other years, figures were estimated by the Government of Cambodia's National Institute of Statistics, based on annual population growth rates derived from the census data.",,,,,,,,,,,,,,,,,,,
b,"Includes professional, scientific, and technical activities; administrative and support service activities; public administration and defense; compulsory social security; human health and social work activities; education; arts, entertainment, and recreation; other service activities; activities of households as employers; undifferentiated goods- and services-producing activities of households for own use; and activities of extraterritorial organizations and bodies.",,,,,,,,,,,,,,,,,,,
c,Includes NPISHs.,,,,,,,,,,,,,,,,,,,
d,Value is estimated as the difference between GDP by industrial origin and the sum of household consumption expenditure and government consumption expenditure at current market prices.,,,,,,,,,,,,,,,,,,,
e,Refers to foreign currency deposits.,,,,,,,,,,,,,,,,,,,
f,Refers to credit to private sector.,,,,,,,,,,,,,,,,,,,
g,"Includes information, other government agencies, and contingencies.",,,,,,,,,,,,,,,,,,,
h,"From 2005 onward, the compilation methodology shifted from cif to fob.",,,,,,,,,,,,,,,,,,,
i,"Due to the shift in 2007 from the IMF's Balance of Payments Manual (fifth edition) to the IMF's Balance of Payments and International Investment Position Manual (sixth edition), some transaction categories have changed. Prior to 2007, data may not be comparable with the rest of the series.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,For 2000–2007: Asian Development Bank estimates. ,,,,,,,,,,,,,,,,,,
,,"For 2008: Government of Cambodia, National Institute of Statistics (NIS). 2008 General Population Census of Cambodia. Phnom Penh.",,,,,,,,,,,,,,,,,,
,,"For 2009–2017: NIS. Official communication, 18 June 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,       Urban Population,"United Nations. World Urbanization Prospects: The 2018 Revision, Online Edition. https://population.un.org/wup/Download/ (accessed 10 May 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"NIS. Official communication, 18 June 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"NIS. Official communication, 18 June 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,       Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 8 July 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Manufacturing,"NIS. Official communication, 18 June 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,"For 2000–2011: NIS. Official communication, 22 April 2014; past communication; other publications.",,,,,,,,,,,,,,,,,,
,,"For 2010–2014: Asian Development Bank estimates based on data from NIS and International Energy Agency Statistics. 
http://www.iea.org/statistics/statisticssearch/report/?country=CAMBODIA&product=electricityandheat&year= (accessed 17 June 2017).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"NIS. Official communication, 3 June 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"National Bank of Cambodia (NBC). Official communication, 26 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"Government of Cambodia, Ministry of Economy and Finance. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"NBC. Official communication, 26 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/?sk=9D6028D4-F14A-464C-A2F2-59B2CD424B85 (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"NBC. Official communication, 26 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves   ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates            ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
