INDONESIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,               Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,39.6,35.8,30.2,27.3,25.4,29.4,26.2,25.5,25.9,21.3,19.8,21.4,20.4,20.0,19.7,17.3,15.5,16.6,17.4
,               Imports,24.5,21.6,18.2,16.8,18.1,22.4,18.1,17.8,21.1,15.0,15.7,17.6,19.5,19.3,18.9,15.7,13.9,14.8,17.4
,               Balance on goods,15.2,14.1,12.0,10.5,7.4,6.2,8.4,7.7,3.9,6.1,4.1,3.8,0.9,0.6,0.8,1.6,1.6,1.9, -0.0
,               Current account balance,4.8,4.3,4.0,3.5,0.6,0.1,2.9,2.4,0.0,2.0,0.7,0.2,-2.7,-3.2,-3.1,-2.0,-1.8,-1.6,-3.0
,               Overall balance,2.4,0.0,2.6,1.6,0.1,0.2,1.9,2.9,-0.3,2.4,4.0,1.3,0.0,-0.8,1.7,-0.1,1.3,1.1,-0.7
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,"29,268","28,018","32,047","36,253","36,303","34,731","42,588","56,925","51,641","66,119","96,211","110,137","112,777","99,387","111,863","105,929","116,370","130,203","120,654"
,"     Gold, national valuation",766,772,"1,077","1,291","1,351","1,590","1,485","1,948","2,044","2,556","3,303","3,598","3,940","3,023","3,027","2,661","2,876","3,346","3,230"
,     Foreign exchange,"28,280","27,048","30,754","34,742","34,724","32,926","40,866","54,737","49,339","60,572","89,970","103,611","105,907","93,427","106,073","100,626","110,931","124,143","114,776"
,     Reserve position in the IMF,190,183,198,216,226,208,219,230,224,228,224,223,224,224,211,202,"1,059","1,122","1,096"
,     SDRs,32,16,19,4,2,7,18,9,34,"2,763","2,714","2,704","2,707","2,712","2,552","2,440","1,504","1,592","1,553"
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (Rp–$),,,,,,,,,,,,,,,,,,,
,End of period,"9,595","10,400","8,940","8,465","9,290","9,830","9,020","9,419","10,950","9,400","8,991","9,068","9,670","12,189","12,440","13,795","13,436","13,548","14,481"
,Average of period,"8,422","10,261","9,311","8,577","8,939","9,705","9,159","9,141","9,699","10,390","9,090","8,770","9,387","10,461","11,865","13,389","13,308","13,381","14,237"
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"144,032","132,694","128,429","134,359","138,029","142,120","135,959","147,818","157,906","179,395","198,269","219,620","252,557","265,458","292,984","306,201","320,966","354,352",…
,     Long-term debt,"111,195","103,249","101,617","104,251","105,948","122,949","123,392","128,785","137,050","152,241","162,171","178,406","205,260","216,298","244,155","265,025","277,619","302,543",…
,          Public and publicly guaranteed,"70,025","68,844","71,590","74,498","72,401","77,705","76,625","80,278","87,753","97,448","103,388","108,786","128,045","128,838","142,833","160,202","177,769","195,691",…
,          Private nonguaranteed,"41,169","34,405","30,026","29,754","33,546","45,244","46,766","48,507","49,297","54,793","58,783","69,620","77,214","87,461","101,322","104,823","99,849","106,852",…
,     Short-term debt,"21,688","20,031","17,626","19,477","22,024","11,023","12,208","18,655","20,488","24,050","33,047","38,173","44,253","46,110","45,960","38,431","40,685","48,988",…
,     Use of IMF credit,"11,149","9,414","9,186","10,631","10,057","8,148",359,378,368,"3,105","3,050","3,041","3,044","3,050","2,869","2,744","2,662","2,820",…
,,,,,,,,,,,,,,,,,,,,
,               External debt (% of GNI),93.5,85.9,67.7,59.5,56.3,52.3,39.0,35.7,32.1,34.5,27.0,25.3,28.3,30.0,34.0,36.8,35.6,36.0,…
,               Total long-term debt (% of total debt),77.2,77.8,79.1,77.6,76.8,86.5,90.8,87.1,86.8,84.9,81.8,81.2,81.3,81.5,83.3,86.6,86.5,85.4,…
,               Short-term debt (% of total debt),15.1,15.1,13.7,14.5,16.0,7.8,9.0,12.6,13.0,13.4,16.7,17.4,17.5,17.4,15.7,12.6,12.7,13.8,…
,               Debt service (% of exports of goods and services),22.8,24.0,25.2,26.3,25.5,20.9,25.7,19.1,14.5,19.6,18.7,14.4,16.8,20.4,30.7,32.0,39.8,34.0,…
,,,,,,,,,,,,,,,,,,,,
,Debt Service   transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,"9,297","7,883","10,550","12,931","14,626","15,746","16,426","18,811","17,001","20,431","26,202","25,164","29,527","33,741","52,841","45,160","57,130","56,191",…
,     Interest on long-term debt,"5,702","4,565","3,142","3,437","3,954","2,957","3,416","4,996","4,461","4,301","4,944","5,532","5,951","7,967","8,258","9,770","10,489","10,867",…
,     Interest on short-term debt,"1,157",863,600,638,731,111,134,141,210,159,414,373,426,555,631,785,837,921,…
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),4.2,3.8,3.3,2.8,3.4,5.7,5.7,4.4,4.3,4.3,4.6,3.6,4.2,3.9,3.9,3.6,3.6,4.4,…
,     Maturity   (years),19.0,27.1,21.0,21.1,18.7,19.2,22.1,24.1,19.2,18.6,14.6,16.0,16.7,15.7,14.1,15.6,14.1,21.4,…
,     Grace period   (years),6.0,3.5,4.2,3.6,6.4,13.9,15.2,14.8,11.9,8.8,7.8,9.9,14.5,11.4,12.0,12.4,11.8,17.5,…
,     Grant element (%),39.7,43.6,42.0,45.0,42.9,31.2,33.4,43.0,37.5,35.4,37.6,42.8,37.4,39.2,30.8,36.5,38.3,40.5,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in the series; – = magnitude equals zero; * = provisional, preliminary, estimate, budget figure; 0 or 0.0 = magnitude is less than half of unit employed; $ = United States dollars; cif = cost, insurance, and freight; fob = freight on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; L = liter; NPISHs = nonprofit institutions serving households; Rp = rupiah; SDRs = special drawing rights; t = metric ton; TJ = terajoule.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"Projections based on census or survey figures, except for 2005 and 2010, which are the actual figures from intercensal population survey and population census respectively.",,,,,,,,,,,,,,,,,,,
b,"For 2010 onward, data are based on the 2008 System of National Accounts. Base year was also changed from 2000 to 2010.",,,,,,,,,,,,,,,,,,,
c,Includes expenditures of NPISHs.,,,,,,,,,,,,,,,,,,,
d,Derived from balance-of-payments data.,,,,,,,,,,,,,,,,,,,
e,"For 2006 onward, data were derived using the conversion factor of 1 metric ton = 7.33 barrels, 1 ton = 41.868 terajoules, 1 million standard cubic feet (MMscf) = 1.05 terajoules, and 1 Million British Thermal Unit (MBTU) = 1.0551 x 10-3 terajoules.",,,,,,,,,,,,,,,,,,,
f,"For 2000–2002, data refer to the consumer price index (CPI) for 43 cities; for 2003–2007, 45 cities; for 2008–2013, 66 cities; and for 2014–2018, 82 cities.",,,,,,,,,,,,,,,,,,,
g,"Refers to Indonesia's CPI group ""Foodstuff"" consisting of cereals, cassava, and related products; meat and related products; fresh fish; preserved fish; eggs, milk, and related products; vegetables; beans and nuts; fruits; spices; fats and oils; and other food items. The group does not include nonalcoholic and alcoholic beverages.",,,,,,,,,,,,,,,,,,,
h,"Refers to Indonesia's CPI group ""Prepared Food, Beverages, and Tobacco Products"", and includes nonalcoholic and alcoholic beverages.",,,,,,,,,,,,,,,,,,,
i,"Refers to Indonesia's CPI group ""Housing, Water, Electricity, Gas, and Fuel"", which includes ""Household Equipment"" and ""Household Operation"".",,,,,,,,,,,,,,,,,,,
j,"Refers to Indonesia's CPI group ""Transport, Communication, and Financial Services"".",,,,,,,,,,,,,,,,,,,
k,Distributed into the other commodity groups and/or subgroups.,,,,,,,,,,,,,,,,,,,
l,Change of the wholesale price index for 2013 was estimated by rebasing January–October 2013 and 2012 data to 2005.,,,,,,,,,,,,,,,,,,,
m,"Refers to current accounts, transfer, and mature time deposits and savings deposits in rupiah, held by residents within the monetary system.",,,,,,,,,,,,,,,,,,,
n,"For 2004–2012, figures include securities other than shares. For  2013 onward, ""securities other than shares"" are excluded.",,,,,,,,,,,,,,,,,,,
o,Includes import deposits and other items (net).,,,,,,,,,,,,,,,,,,,
p,Shown in the consolidated balance sheets of commercial banks.,,,,,,,,,,,,,,,,,,,
q,"Refers to claims of public sector, private enterprises, and individuals.",,,,,,,,,,,,,,,,,,,
r,Refers to time deposits in deposit money banks (weighted average).,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,"For 2000–2001: Bank Indonesia. Official communication, 2 May 2005; past communication. ",,,,,,,,,,,,,,,,,,
,,"For 2002–2018: Government of Indonesia, Badan Pusat Statistik (BPS). Official communication, 14 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Urban Population,For 2000-2017: United Nations (UN). World Urbanization Prospects: 2018 Revision. https://esa.un.org/unpd/wup/ (accessed 28 June 2019). ,,,,,,,,,,,,,,,,,,
,,"For 2018: BPS. Official communication,14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"BPS. Official communication,  14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"BPS. Official communication,  14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Agriculture ,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 8 July 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,?Manufacturing,"BPS. Official communication, 14 May 2019; past communication; official website: http://www.bps.go.id; Economic Indicators Monthly Statistical Bulletin, March 2018; past issues.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Crude Petroleum,"BPS. Official communication,14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Consumption:,,,,,,,,,,,,,,,,,,
,,For 2001–2004: UN. Energy Statistical Yearbook 2004. ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Coal,"For 2000–2010 and 2014–2018: BPS. Official communication, 14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,"For 2011–2012: Government of Indonesia, Ministry of Energy and Mineral Resources. http://www.esdm.go.id.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Natural Gas,"BPS. Official communication,  14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Consumption:,,,,,,,,,,,,,,,,,,
,,For 2001–2004: UN. Energy Statistical Yearbook 2004; past issues.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Electricity,"BPS. Official communication,14 May 2019; past communication; official website: http://www.bps.go.id.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Retail Prices,"For 2000–2001 and 2005–2017: BPS. Official communication, 14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,For 2002–2004: PT Pertamina (Persero).  http://www.pertamina.com.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"BPS. Official communication, 14 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"Bank Indonesia. Official communication, 4 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"Government of Indonesia, Kementerian Keuangan (Ministry of Finance). Official communication, 31 May 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"BPS. Official communication,  4 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/ (accessed 21 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"Bank Indonesia. Official communication, 4 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates            ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
