ARMENIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
n,Refers to demand deposits included in money supply.,,,,,,,,,,,,,,,,,,,
o,Refers to time deposits included in money supply.,,,,,,,,,,,,,,,,,,,
p,"Refers to other depository corporations' claims on resident nonfinancial corporations, households, nonprofit institutions, and other financial institutions.",,,,,,,,,,,,,,,,,,,
q,"Refers to other depository corporations' net claims on the central bank; net claims on the government; and claims on resident nonfinancial corporations, households, nonprofit institutions, and other financial institutions.",,,,,,,,,,,,,,,,,,,
r,"A 6–month period refers to 91–180 days, while a 12–month period refers to 181 days–1 year, for dram deposit rates. Rates are calculated based on the arithmetic average of monthly rates.",,,,,,,,,,,,,,,,,,,
s,Compiled based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,Population,"For 2000–2001: Asian Development Bank estimates using data from the 2001 Population Census of the Statistical Committee of the Republic of Armenia (ARMSTAT), formerly the National Statistical Service of the Republic of Armenia.",,,,,,,,,,,,,,,,,,
,,"For 2002–2018: ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,     Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 25 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Industry,"ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,Mining,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,"ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,     Coal,"ARMSTAT. Official communication, 16 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,     Natural gas,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"Central Bank of Armenia. Official communication, 11 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,     Deposit Money Banks,"Central Bank of Armenia. Official communication, 30 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"Government of Armenia, Ministry of Finance. Official communication, 11 June 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,    Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/?sk=9D6028D4-F14A-464C-A2F2-59B2CD424B85 (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"ARMSTAT. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
