PAKISTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,"     Gold, national valuation",543.0,594.8,683.7,732.8,817.0,915.0,"1,273.1","1,645.4","1,708.8","2,452.4","2,864.4","3,566.2","3,555.3","2,665.5","2,486.3","2,215.4","2,399.6","2,690.7","2,534.2"
,     Foreign exchange,"1,499.0","3,636.0","8,076.0","10,693.0","9,554.0","9,817.0","11,327.6","13,829.0","7,011.5","9,937.6","13,115.4","13,474.3","9,320.3","4,305.6","11,053.3","17,156.8","19,016.2","15,203.4","8,763.1"
,     Reserve position in the IMF,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,     SDRs,14.2,3.9,2.1,248.0,245.0,215.9,215.6,215.0,182.6,"1,380.5","1,230.3","1,053.5",921.0,850.2,753.6,672.8,634.1,561.2,411.4
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (PRs–$),,,,,,,,,,,,,,,,,,,
,End of period,58.0,60.9,58.5,57.2,59.1,59.8,60.9,61.2,79.1,84.3,85.7,90.0,97.1,105.7,100.5,104.9,104.8,110.4,138.8
,Average of period,53.6,61.9,59.7,57.8,58.3,59.5,60.3,60.7,70.4,81.7,85.2,86.3,93.4,101.6,101.1,102.8,104.8,105.5,121.8
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS   as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"33,021.5","31,914.7","33,806.9","36,464.3","36,331.6","34,017.9","37,174.4","42,006.0","49,523.5","56,339.8","62,801.1","64,468.9","62,066.5","58,011.6","61,549.2","65,817.8","72,157.1","84,522.8",…
,     Long-term debt,"29,752.1","28,580.4","30,004.2","32,858.7","32,946.7","31,052.7","34,134.4","38,128.1","43,539.9","45,829.0","47,876.1","50,888.1","50,355.8","48,247.0","51,061.5","52,985.2","57,801.5","68,272.7",…
,          Public and publicly guaranteed,"27,192.2","26,482.4","28,005.9","31,239.7","31,409.7","30,089.2","33,227.4","36,934.7","40,355.9","42,564.0","43,403.1","45,129.1","44,737.8","43,434.0","46,334.5","48,246.2","51,676.7","60,048.9",…
,          Private nonguaranteed,"2,559.9","2,098.0","1,998.3","1,619.0","1,537.0",963.5,907.0,"1,193.3","3,184.0","3,265.0","4,473.0","5,759.0","5,618.0","4,813.0","4,727.0","4,739.0","6,124.8","8,223.8",…
,     Short-term debt,"1,518.7","1,313.8","1,540.0","1,245.0","1,245.0","1,230.0","1,322.0","2,228.0","1,370.0","1,466.0","4,667.0","3,619.0","4,027.0","4,652.0","5,487.0","6,474.0","7,121.0","8,586.0",…
,     Use of IMF credit,"1,750.7","2,020.5","2,262.7","2,360.6","2,139.9","1,735.2","1,718.0","1,650.0","4,613.6","9,044.8","10,258.0","9,961.8","7,683.7","5,112.5","5,000.7","6,358.5","7,234.6","7,664.1",…
,,,,,,,,,,,,,,,,,,,,
,          External debt    (% of GNI),45.2,44.7,46.5,42.5,36.3,30.4,26.6,27.1,28.6,32.6,34.1,28.9,26.3,23.9,23.8,22.9,24.4,26.3,…
,          Total long-term debt    (% of total debt),90.1,89.6,88.8,90.1,90.7,91.3,91.8,90.8,87.9,81.3,76.2,78.9,81.1,83.2,83.0,80.5,80.1,80.8,…
,          Short-term debt    (% of total debt),4.6,4.1,4.6,3.4,3.4,3.6,3.6,5.3,2.8,2.6,7.4,5.6,6.5,8.0,8.9,9.8,9.9,10.2,…
,          Debt service    (% of exports of goods and services),28.4,28.4,23.4,20.5,26.4,12.5,10.8,11.4,11.3,15.1,15.0,9.2,15.3,22.7,15.4,14.0,15.5,22.8,…
,,,,,,,,,,,,,,,,,,,,
,Debt Service  transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,"1,588.1","1,957.9","1,782.5","1,634.8","2,956.5","1,466.1","1,333.1","1,375.2","1,765.8","2,240.6","3,015.9","1,664.7","1,687.1","2,424.4","2,004.1","2,559.1","2,929.1","4,942.9","5,312.5"
,     Interest on long-term debt,858.4,755.6,738.5,783.3,701.9,681.0,807.7,993.8,"1,031.5",909.1,880.5,816.7,783.0,749.4,745.0,993.7,"1,223.9","1,558.3","2,180.7"
,     Interest on short-term debt,78.4,57.4,55.0,35.0,32.0,55.7,53.5,127.1,33.2,18.3,19.6,41.6,22.0,21.0,27.3,71.9,50.5,132.8,…
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest    (% per annum),6.3,2.8,1.7,2.0,2.1,2.3,4.8,3.9,2.2,1.7,2.3,1.1,2.0,2.0,3.6,2.4,2.9,4.8,…
,     Maturity    (years),12.6,20.0,25.3,19.5,23.0,23.0,20.3,24.4,23.1,23.3,22.0,29.1,20.9,21.7,17.6,18.1,16.7,12.7,…
,     Grace period    (years),3.0,5.4,5.9,5.0,6.9,7.4,8.8,8.0,5.9,6.8,7.3,6.4,5.4,4.9,6.7,5.8,4.6,5.0,…
,     Grant element   (%),19.9,46.5,58.8,50.6,55.5,55.3,36.4,46.2,54.2,57.5,55.0,65.6,48.7,53.8,42.2,48.3,42.8,30.4,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in series; – = magnitude equals zero; 0.0 = magnitude is less than half of unit employed; * = provisional, preliminary, estimate, budget figure; $ = United States dollars; cif = cost, insurance, and freight; fob = free on board;  GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; L = liter; m3 = cubic meter; NPISHs = nonprofit institutions serving households; PRs = Pakistan rupees; SDRs = special drawing rights; t = metric ton.",,,,,,,,,,,,,,,,,,,,
"Note: A base year represented as, e.g., 2005/2006, corresponds to the fiscal year (e.g., beginning 1 July 2005 and ending 30 June 2006) and related data is presented in the column for the single year during which most of the fiscal year occurred (e.g., 2006) .",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2017, data refer to provisional values based on the 6th Population and Housing Census, and may not be comparable with data for 2000–2016 and 2018, which shows revised values of the midyear population projections by the National Institute of Population Studies.",,,,,,,,,,,,,,,,,,,
b,"For 2017, refers to the average annual growth rate covering 1998–2017.",,,,,,,,,,,,,,,,,,,
c,"For 2000, included in other services.",,,,,,,,,,,,,,,,,,,
d,"For 2000, includes electricity, gas, and water; financing, insurance, real estate, and business services. For 2001 onward, includes financial and insurance activities; and real estate activities.",,,,,,,,,,,,,,,,,,,
e,Refers to refined activity participation rates. Refined activity rate is the currently active population expressed as a percentage of the population 10 years and older. This rate enables international comparison by factoring in the effect of age composition.,,,,,,,,,,,,,,,,,,,
f,Includes NPISHs.,,,,,,,,,,,,,,,,,,,
g,Estimated as the difference between GDP by industrial origin at current market prices and sum of private consumption expenditure and government consumption expenditure.,,,,,,,,,,,,,,,,,,,
h,Derived from balance-of-payments data.,,,,,,,,,,,,,,,,,,,
i,"Calculated using midyear population projections by the National Institute of Population Studies. Values may not tally with total population as of 1 July, which shows revised values of the midyear population projections by the National Institute of Population Studies for 2000–2016 and 2018, and provisional values based on the 6th Population and Housing Census for 2017.",,,,,,,,,,,,,,,,,,,
j,Refers to period averages of fiscal year (July–June).,,,,,,,,,,,,,,,,,,,
k,"Data were derived using conversion factor 1 metric ton = 0.9842 tons. For 2001–2002, data for crude petroleum imports were derived using conversion factor 1 barrel = 0.13 metric tons.",,,,,,,,,,,,,,,,,,,
l,Refers to annual values for fiscal year (July–June).,,,,,,,,,,,,,,,,,,,
m,"For 2002–2008, growth rates were calculated using price indexes with base year 2000/2001=100 for food, nonalcoholic beverages, alcoholic beverages, tobacco, and narcotics. For 2009 onward, growth rates were calculated using price indexes with base year 2007/2008 = 100 for food and nonalcoholic beverages only.",,,,,,,,,,,,,,,,,,,
n,"For 2008 onward, data are based on the Monetary and Financial Statistics Manual methodology, and are not comparable with data prior to 2008.",,,,,,,,,,,,,,,,,,,
o,"Since June 2008, coins in circulation have not been part of M2 published through the depository corporation survey by the State Bank of Pakistan. Coins are issued by the central government and are separately reflected in the monetary aggregates sheet published on the State Bank of Pakistan website. ",,,,,,,,,,,,,,,,,,,
p,Adjusted to be consistent with M2.,,,,,,,,,,,,,,,,,,,
q,Scheduled bank deposits based on half-yearly returns excluding interbank deposits.,,,,,,,,,,,,,,,,,,,
r,"Consists of loans and advances, which excludes all types of bills purchased and discounted.",,,,,,,,,,,,,,,,,,,
s,"Taken from Monetary Survey–International Financial Statistics format. For 2008 onward, data are based on the Monetary and Financial Statistics Manual methodology. Credit includes advances, bills, and investment.",,,,,,,,,,,,,,,,,,,
t,Includes surplus of autonomous bodies and grants.,,,,,,,,,,,,,,,,,,,
u,Refer to foreign grants.,,,,,,,,,,,,,,,,,,,
v,Includes statistical discrepancy.,,,,,,,,,,,,,,,,,,,
w,Derived by calculating the difference between total revenue and grants and total expenditure and net lending.,,,,,,,,,,,,,,,,,,,
x,Refers to banks and nonbanks.,,,,,,,,,,,,,,,,,,,
y,Refers to privatization proceeds.,,,,,,,,,,,,,,,,,,,
z,"For 2000–2002, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2003 onward, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,"For 2000–2017: Pakistan Bureau of Statistics (PBS). Official communication, 19 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Total population,"For 2018: Government of Pakistan, Ministry of Finance. Pakistan Economic Survey 2018-19. http://www.finance.gov.pk/survey_1819.html (accessed 2 July 2019).",,,,,,,,,,,,,,,,,,
,     Population (% annual change),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Population density,For 2018: Asian Development Bank (ADB) estimates based on data from the PBS.,,,,,,,,,,,,,,,,,,
,     Urban population (% of total population),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"PBS. Official communication, 19 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"PBS. Official communication, 19 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Gross national saving,For 2018: ADB estimates based on data from the PBS.,,,,,,,,,,,,,,,,,,
,     Gross domestic saving,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Statistical discrepancy,ADB estimates based on data from the PBS.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Net current transfers from abroad,For 2018: ADB estimates based on data from the State Bank of Pakistan (SBP) and the International Monetary Fund (IMF).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,"PBS. Official communication, 19 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,"PBS. Official communication, 19 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,  ,,,,,,,,,,,,,,,,,,,
,Price Indexes,"PBS. Official communication, 19 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking ,"SBP. Official communication, 12 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,   ,,,,,,,,,,,,,,,,,,,
,Government Finance,"Government of Pakistan, Ministry of Finance. Official communication, 8 June 2018.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"PBS. Official communication, 19 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Direction of Trade,IMF. Direction of Trade Statistics. http://data.imf.org/ (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"SBP. Official communication, 12 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,  ,,,,,,,,,,,,,,,,,,,
,International Reserves  ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates        ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019).,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
