MALAYSIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,               Current account balance,9.0,7.9,8.0,12.1,12.1,14.4,16.1,15.4,17.1,15.5,10.1,10.9,5.2,3.5,4.4,3.0,2.4,2.8,2.1
,               Overall balance,-1.0,1.0,3.7,9.5,17.7,2.5,4.2,6.8,-2.4,1.9,-0.3,10.4,0.4,1.4,-3.3,0.3,1.3,-1.2,3.6
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,"28,624","29,817","33,656","44,116","66,176","70,152","82,426","101,313","91,528","96,713","106,525","133,618","139,724","134,854","115,937","95,287","94,501","102,446","101,444"
,"     Gold, national valuation",294,295,295,295,295,295,294,294,379,"1,281","1,641","1,838","1,940","1,410","1,365","1,309","1,429","1,568","1,593"
,     Foreign exchange,"27,432","28,633","32,419","42,772","64,906","69,377","81,724","100,635","90,605","92,865","102,325","128,964","134,940","130,492","111,765","91,429","91,194","98,938","97,788"
,     Reserve position in the IMF,792,764,790,871,776,285,195,155,317,442,471,843,867,972,942,767,773,770,919
,     SDRs,105,125,151,178,199,196,214,229,226,"2,124","2,088","1,973","1,976","1,981","1,864","1,783","1,105","1,170","1,143"
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (RM–$),,,,,,,,,,,,,,,,,,,
,End of period,3.80,3.80,3.80,3.80,3.80,3.78,3.53,3.31,3.46,3.42,3.08,3.18,3.06,3.28,3.50,4.29,4.49,4.06,4.14
,Average of period,3.80,3.80,3.80,3.80,3.80,3.79,3.67,3.44,3.34,3.52,3.22,3.06,3.09,3.15,3.27,3.91,4.15,4.30,4.04
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS    as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"41,946","45,158","48,344","50,773","60,510","64,911","70,051","84,215","106,896","119,611","133,800","144,898","193,880","188,795","196,587","190,951","200,364",...,...
,     Long-term debt,"37,192","38,232","39,785","41,941","48,862","51,537","58,039","60,896","67,882","73,806","80,450","78,128","99,201","107,005","115,255","112,619","116,323",...,...
,          Public and publicly guaranteed,"19,125","24,051","26,297","29,269","33,430","34,387","40,238","42,730","49,070","53,717","61,858","60,647","67,392","68,540","67,757","66,385","65,721",...,...
,          Private nonguaranteed,"18,067","14,181","13,488","12,672","15,433","17,150","17,800","18,165","18,812","20,089","18,593","17,481","31,809","38,465","47,498","46,234","50,602",...,...
,     Short-term debt,"4,573","6,752","8,369","8,625","11,432","13,176","11,803","23,100","38,800","43,695","51,276","64,704","92,610","79,717","79,382","76,467","82,231",...,...
,     Use of IMF credit,181,175,189,207,216,199,209,220,214,"2,110","2,073","2,067","2,069","2,073","1,950","1,865","1,810",...,...
,,,,,,,,,,,,,,,,,,,,
,               External debt   (% of GNI),48.7,52.5,51.3,48.7,51.1,47.3,44.3,44.4,47.7,60.3,54.2,49.8,64.0,60.4,60.2,66.3,69.6,...,...
,               Total long-term debt   (% of total debt),88.7,84.7,82.3,82.6,80.8,79.4,82.9,72.3,63.5,61.7,60.1,53.9,51.2,56.7,58.6,59.0,58.1,...,...
,               Short-term debt   (% of total debt),10.9,15.0,17.3,17.0,18.9,20.3,16.8,27.4,36.3,36.5,38.3,44.7,47.8,42.2,40.4,40.0,41.0,...,...
,               Debt service   (% of exports of goods and services),5.6,6.0,7.2,7.9,6.2,5.6,3.8,3.9,2.4,5.1,2.4,2.4,2.5,4.5,4.9,6.1,4.9,...,...
,,,,,,,,,,,,,,,,,,,,
,Debt service    transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,"4,146","4,091","5,973","7,409","7,102","7,192","4,932","5,779","3,258","7,750","3,564","4,551","4,171","8,821","9,852","10,532","6,422","31,165","4,228"
,     Interest on long-term debt,"2,021","1,934","1,719","1,896","1,769","1,858","1,867","2,035","2,112","1,746","1,708","1,563","2,053","2,451","2,537","2,556","3,393","3,093","1,546"
,     Interest on short-term debt,266,195,235,275,306,325,480,594,476,581,297,327,351,421,532,415,568,...,...
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),5.8,4.0,5.0,5.5,5.5,6.6,6.6,6.8,6.2,6.1,3.3,4.4,6.2,5.3,5.9,5.8,3.3,...,...
,     Maturity   (years),13.2,13.6,11.7,23.6,21.8,25.5,22.2,26.2,21.8,19.0,4.7,8.3,20.8,19.2,22.9,29.1,9.7,...,...
,     Grace period   (years),3.9,5.8,7.9,22.0,19.9,25.5,21.1,25.9,19.6,19.0,2.6,7.7,20.4,18.9,22.9,17.8,9.7,...,...
,     Grant element   (%),21.6,33.4,24.9,25.8,26.5,27.4,24.8,26.2,21.3,26.1,19.1,26.8,26.6,30.0,26.1,30.8,39.7,...,...
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in the series; 0 or 0.0 = magnitude is less than half of unit employed; – = magnitude equals zero; * = provisional, preliminary, estimate, budget figure; $ = United States dollars; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; L = liter; NPISHs = nonprofit institutions serving households; RM = ringgit; SDRs = special drawing rights; t = metric ton.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2000, data refer to wholesale and retail trade; and restaurants and hotels.",,,,,,,,,,,,,,,,,,,
b,"For 2000–2009, data refer to transport, storage, and communication.",,,,,,,,,,,,,,,,,,,
c,"For 2000, data refer to finance, insurance, real estate, and business services. For 2001–2009, data refer to financial intermediation.",,,,,,,,,,,,,,,,,,,
d,"For 2000, data refer to community, social, and personal services. For 2001–2009, data refer to water supply; sewerage, waste management, and remediation activities; professional, scientific, and technical activities; administrative and support service activities; public administration and defense; compulsory social security; education; human health and social work activities; arts, entertainment, and recreation; other services activities; activities of households as employers; and activities of extraterritorial organizations and bodies. For 2010 onward, data refer to public administration and defense; compulsory social security; education; health and social work; other community, social, and personal service activities; private households with employed persons; and extraterritorial organizations and bodies.",,,,,,,,,,,,,,,,,,,
e,Inclusive of valuables and statistical discrepancy.,,,,,,,,,,,,,,,,,,,
f,Includes NPISHs.,,,,,,,,,,,,,,,,,,,
g,Estimated as the difference between GDP by industrial origin at current market prices and the sum of household consumption expenditure and government consumption expenditure.,,,,,,,,,,,,,,,,,,,
h,"From 2005 onward, refers to the balance of primary income.",,,,,,,,,,,,,,,,,,,
i,Same as net current transfer data from the balance of payments.,,,,,,,,,,,,,,,,,,,
j,Data refer to producer price index for local production.,,,,,,,,,,,,,,,,,,,
k,"Data compilation was based on a new statistical reporting system, which follows fixing the ringgit–United States dollar exchange rate of RM3.80; all assets and liabilities in foreign currencies have been revalued to ringgit at exchange rates prevailing on the reporting date; and the exchange revaluation gain has been reflected in Bank Negara Malaysia's records. In April 2007, money supply (M3) was revised to include ""other deposits.""",,,,,,,,,,,,,,,,,,,
l,"For 2007 onward, refers to fixed deposits, special investment deposits, general investment deposits, and Tawarruq fixed deposits.",,,,,,,,,,,,,,,,,,,
m,"Refers to loans by commercial and Islamic banks, and includes loans sold to Cagamas (the national mortgage corporation of Malaysia).",,,,,,,,,,,,,,,,,,,
n,"Due to the shift in 2005 from the IMF's Balance of Payments Manual (fifth edition) to the IMF's Balance of Payments and International Investment Position Manual (sixth edition), some transaction categories have changed. Data prior to 2005 may not be comparable with the rest of the series. All conversions from ringgit to United States dollars were made at annual average exchange rates.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,"Government of Malaysia, Department of Statistics (DOS). Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"DOS. Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"DOS. Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,     ,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,       Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 24 June 2019).,,,,,,,,,,,,,,,,,,
,       Mining,"DOS. Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,       Manufacturing,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,,,,,,,,,,,,,,,,,,,
,       Crude Petroleum,"For production, exports, and imports:",,,,,,,,,,,,,,,,,,
,,"DOS. Official communication, 13 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,For consumption:,,,,,,,,,,,,,,,,,,
,,For 2000–2012: United Nations. 2014. Energy Statistics Yearbook 2011. New York; past issues.,,,,,,,,,,,,,,,,,,
,,"For 2013–2018: DOS. Official communication, 13 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,       Coal,"For production, exports, and imports:",,,,,,,,,,,,,,,,,,
,,"DOS. Official communication, 13 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,For consumption:,,,,,,,,,,,,,,,,,,
,,For 2000–2012: United Nations. 2014. Energy Statistics Yearbook 2011. New York; past issues.,,,,,,,,,,,,,,,,,,
,,"For 2013–2018: DOS. Official communication, 13 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,       Electricity,"DOS. Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Retail Prices ,"DOS. Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"DOS. Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"Bank Negara Malaysia. Official communication, 22 April 2019; past communication; other publications. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"Government of Malaysia, Ministry of Finance. Official communication, 15 May 2019; past communication; other publications. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"DOS. Official communication, 30 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/?sk=9D6028D4-F14A-464C-A2F2-59B2CD424B85 (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"DOS. Official communication, 23 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves   ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates            ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
