UZBEKISTAN,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
m,"For 2003–2015, the calculation for the consumer price index includes weights in horticulture goods. The classification of individual consumption by purpose is derived using simple avarages for those with further breakdown on classification or grouping.",,,,,,,,,,,,,,,,,,,
n,"Prior to 2006, petroleum fuels are included in the personal transport group. For 2006–2013, petroleum fuels are included in automobile fuels. For 2014 onward, automobile fuels include propane and methane.",,,,,,,,,,,,,,,,,,,
o,Excludes cultural institution services.,,,,,,,,,,,,,,,,,,,
p,"Until 2016, the producer price index was determined by the structure of the national classification economy system (ОКОНХ). From 2017 onward, the national classification of economic activities (OKED-2) is based on the Statistical Classification of Economic Activities in the European Community (NACE Rev.2).",,,,,,,,,,,,,,,,,,,
q,Weighted average interest rates on all time household deposits.,,,,,,,,,,,,,,,,,,,
r,Refers to time deposits from 91 to 180 days.,,,,,,,,,,,,,,,,,,,
s,Refers to time deposits from 181 to 365 days.,,,,,,,,,,,,,,,,,,,
t,"Prior to 2003, refers to net services only.",,,,,,,,,,,,,,,,,,,
u,Refers to net transfers.,,,,,,,,,,,,,,,,,,,
v,"For 2003 onward, refers to capital transfers.",,,,,,,,,,,,,,,,,,,
w,"For 2003 onward, data include portfolio investment. ",,,,,,,,,,,,,,,,,,,
x,"For 2003 onward, refers to net loans and capital and statistical discrepancy, and includes net error and omissions. ",,,,,,,,,,,,,,,,,,,
y,Refers to gross official reserves.,,,,,,,,,,,,,,,,,,,
z,"From 2002 until October 2003, dual exchange rates were in operation. Data show weighted averages of the official, bank, and parallel market rates.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population ,"State Committee of Uzbekistan on Statistics (SCS). Official communication through the Government of Uzbekistan, Cabinet of Ministers (COM), 18 June 2019; past communication; official website: http://www.stat.uz (accessed 5 July 2019).
",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"SCS. Official communication, 18 June 2019; past communication; official website, http://www.stat.uz (accessed 5 July 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"SCS. Official communication, 18 June 2019; past communication; official website, http://www.stat.uz (accessed 5 July 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,Agriculture,"For 2000–2013: Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 5 July 2019).
",,,,,,,,,,,,,,,,,,
,,"For 2014–2018: SCS. Official communication, 18 June 2019; past communication; official website, http://www.stat.uz (accessed 5 July 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Mining,"SCS. Official communication, 18 June 2019; past communication; official website, http://www.stat.uz (accessed 5 July 2019).",,,,,,,,,,,,,,,,,,
,Manufacturing,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,,,,,,,,,,,,,,,,,,,
,Coal,"For 2014–2018: SCS. Official communication, 10 July 2018; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Natural Gas,"For 2000–2003 and 2005: COM. Official communication, 10 May 2006; past communication. ",,,,,,,,,,,,,,,,,,
,,For 2004: United Nations. Energy Statistics Yearbook 2004. ,,,,,,,,,,,,,,,,,,
,,"For 2009-2018: SCS. Official communication, 18 June 2019; official website, http://www.stat.uz; past communication (accessed 5 July 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Electricity,"For 2000–2002 and 2005: COM. Official communication, 10 May 2006; past communication. ",,,,,,,,,,,,,,,,,,
,,For 2003–2004: United Nations. Energy Statistics Yearbook 2004. ,,,,,,,,,,,,,,,,,,
,,"For 2005–2018: SCS. Official communication, 18 June 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,"Retail Prices, gasoline","COM. Official communication, 10 May 2006; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,,,,,,,,,,,,,,,,,,,
,Consumer,"For 2000–2003: COM. Official communication, 10 May 2006; past communication. ",,,,,,,,,,,,,,,,,,
,,"For 2004–2018: SCS. Official communication, 18 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Food and non-alcoholic beverages;,,,,,,,,,,,,,,,,,,,
,"Housing, water, electricity, gas and other fuels; Education; and","For 2016–2018: SCS. Official communication, 18 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,Alcoholic beverages and narcotics,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Clothing and footwear; ,,,,,,,,,,,,,,,,,,,
,"Furnishings, household equipment and routine household maintenance;",For 2016–2018:  Asian Development Bank (ADB) estimates; National Summary Data Page https://nsdp.stat.uz/ (accessed 8 April 2019).,,,,,,,,,,,,,,,,,,
,Health;  Transport;  Communication; Recreation and culture; ,,,,,,,,,,,,,,,,,,,
,Restaurants and hotels; and Miscellaneous goods and services,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Producers,"For 2000–2003: COM. Official communication, 10 May 2006; past communication. ",,,,,,,,,,,,,,,,,,
,,"For 2004–2018:  SCS. Official communication, 18 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,"For 2000–2003: COM. Official communication, 10 May 2006; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Implicit GDP deflator,"For 2000–2003: COM. Official communication, 10 May 2006; past communication. ",,,,,,,,,,,,,,,,,,
,,"For 2004-2009:  SCS. Official communication, 21 May 2018; past communication.",,,,,,,,,,,,,,,,,,
,,For 2010-2013:  ADB estimates.,,,,,,,,,,,,,,,,,,
,,"For 2014–2018:  SCS. Official communication, 18 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"For 2000–2004: Central Bank of Uzbekistan (CBU). Official communication, 12 June 2005. 
",,,,,,,,,,,,,,,,,,
,,"For 2005–2012: International Monetary Fund (IMF). Press Release No. 15/414, 15 September 2015; Staff Report for the 2012 Article IV Consultation, February 2013; past reports. ",,,,,,,,,,,,,,,,,,
,,"For 2013–2018: CBU. Official communication, 18 June 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"Ministry of Finance of the Republic of Uzbekistan. Official communication, 7 June 2019
",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"For 2000–2003: COM. Official communication, 17 May 2004. ",,,,,,,,,,,,,,,,,,
,,"For 2004–2018: SCS. Official communication, 18 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade,IMF. Direction of Trade Statistics. http://data.imf.org/?sk=388DFA60-1D26-4ADE-B505-A05A558D9A42  (accessed 25 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,For 2000–2002: Center for Effective Economic Policy. Report on Uzbekistan Economy. ,,,,,,,,,,,,,,,,,,
,,"For 2003–2014: IMF. Press Release No. 15/414, 15 September 2015; Staff Report for the 2012 Article IV Consultation.",,,,,,,,,,,,,,,,,,
,,"For 2015–2017: IMF. Press Release No. 18/117, May 2018; Staff Report for the 2018 Article IV Consultation. ",,,,,,,,,,,,,,,,,,
,,"For 2018: SCS. Official communication, 18 June 2019. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves,,,,,,,,,,,,,,,,,,,
,Total Gross Official Reserves,"For 2000–2004 and 2013–2017: CBU. Official communication, 21 May 2018; past communication.",,,,,,,,,,,,,,,,,,
,,"For 2005–2012: IMF. Press Release No. 15/414, 15 September 2015; Staff Report for the 2012 Article IV Consultation.",,,,,,,,,,,,,,,,,,
,,For 2013-2018: IMF. International Financial Statistics. http://data.imf.org/ (accessed 25 May 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Reserve Position in the Fund and Special Drawing Rights,IMF. International Financial Statistics. http://data.imf.org/ (accessed 25 May 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates,,,,,,,,,,,,,,,,,,,
,      End of Period,For 2005–2012: ADB Foreign Exchange Rates. https://forex.adb.org/fx_rate/getRates (accessed 6 June 2018).,,,,,,,,,,,,,,,,,,
,,For 2013–2018: CBU Exchange Rates. http://cbu.uz/en/statistics/ (accessed 23 July 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,      Average of Period,For 2000–2009: United Nations. United Nations Statistics Division National Accounts Main Aggregates Database. http://unstats.un.org/unsd/snaama/resCountry.asp (accessed June 2013).,,,,,,,,,,,,,,,,,,
,,For 2010–2012:  Interstate Statistical Committee of the Commonwealth of Independent States. http://www.cisstat.com (accessed 15 July 2015).,,,,,,,,,,,,,,,,,,
,,For 2013–2018: CBU Exchange Rates. http://cbu.uz/en/statistics/ (accessed 23 July 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
