TAJIKISTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Short-term debt,76.6,79.2,59.9,81.1,83.4,27.2,29.3,72.4,90.1,74.3,601.1,731.0,993.8,"1,129.6","1,164.5",960.5,813.9,822.8,…
,     Use of IMF credit,217.7,213.3,205.6,221.8,249.7,244.4,167.7,176.2,141.5,169.6,226.9,246.2,286.6,287.2,266.4,243.9,217.4,204.2,…
,,,,,,,,,,,,,,,,,,,,
,               External debt    (% of GNI),138.4,112.8,107.7,86.9,58.3,50.3,39.3,37.1,48.9,54.3,51.1,47.2,47.4,43.3,45.4,55.5,64.9,71.3,…
,               Total long-term debt    (% of total debt),74.2,74.8,78.8,76.2,71.5,75.8,81.6,81.6,90.7,90.9,76.7,75.1,72.3,70.9,72.4,76.9,80.5,82.5,…
,               Short-term debt    (% of total debt),6.7,6.8,4.8,6.4,7.1,2.4,2.7,5.4,3.6,2.8,16.9,18.6,21.5,23.2,22.5,18.4,15.4,14.0,…
,               Debt service    (% of exports of goods and services),...,...,12.6,8.4,8.3,5.8,4.2,3.8,7.1,38.1,30.9,20.0,12.5,11.8,13.5,12.2,28.1,26.1,…
,,,,,,,,,,,,,,,,,,,,
,Debt service    transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,26.0,46.3,44.5,50.8,62.4,42.0,39.4,39.6,63.5,409.1,630.8,513.3,334.8,321.3,313.9,197.8,487.0,604.5,610.7
,     Interest on long-term debt,20.6,19.8,14.5,14.8,21.6,10.5,23.0,20.4,28.8,40.8,53.7,63.9,93.6,104.1,91.9,88.8,107.8,60.2,116.6
,     Interest on short-term debt,2.3,1.5,0.9,0.8,2.4,2.2,1.4,0.6,2.4,1.1,10.0,12.8,13.3,14.4,19.4,14.4,16.9,20.5,…
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),3.8,1.5,1.1,1.5,1.5,0.7,2.0,1.5,1.2,2.0,1.7,1.7,2.2,1.8,1.7,0.9,1.0,5.2,…
,     Maturity   (years),26.4,30.3,34.2,27.0,29.6,29.5,20.7,30.7,32.0,21.0,20.7,14.9,18.3,22.6,22.8,35.0,27.1,17.8,…
,     Grace period   (years),6.7,7.9,9.0,6.8,6.8,7.8,5.3,7.9,12.2,5.5,5.3,5.7,2.8,6.8,8.0,6.9,4.1,2.1,…
,     Grant element   (%),48.0,66.7,73.5,62.0,65.9,72.7,54.4,67.8,73.3,54.4,56.1,49.7,45.7,58.1,60.3,73.7,61.9,28.8,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"... = data not available; | = marks break in series; – = magnitude equals zero; 0 or 0.0 = magnitude is less than half of unit employed; * = provisional, preliminary, estimate, budget figure; $ = United States dollars; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; m3 = cubic meter; NPISHs = nonprofit institutions serving households; SDRs = special drawing rights; t = metric ton; TJS = somoni.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,Refers to the annual averages of monthly data.,,,,,,,,,,,,,,,,,,,
b,Refers to registered unemployed.,,,,,,,,,,,,,,,,,,,
c,Figures are as of end of year.,,,,,,,,,,,,,,,,,,,
d,Included in other service activities.,,,,,,,,,,,,,,,,,,,
e,"Includes real estate activities; professional, scientific, and technical activities; administrative and support service activities; arts, entertainment, and recreation; activities of households as employers; and undifferentiated goods- and services-producing activities of households for own use.",,,,,,,,,,,,,,,,,,,
f,Includes NPISHs.,,,,,,,,,,,,,,,,,,,
g,"For 2008 onward, data are adjusted according to new classification of data.",,,,,,,,,,,,,,,,,,,
h,"Refers to foreign currency deposits. For 2008 onward, refers to other deposits in foreign currency.",,,,,,,,,,,,,,,,,,,
i,Calculated as the sum of M1 and time deposits.,,,,,,,,,,,,,,,,,,,
j,Calculated as the sum of M2 and quasi-money.,,,,,,,,,,,,,,,,,,,
k,Consists of claims on nonfinancial public sector.,,,,,,,,,,,,,,,,,,,
l,Includes claims from nonfinancial and other financial institutions.,,,,,,,,,,,,,,,,,,,
m,Consists of claims on net credit to other depository corporations.,,,,,,,,,,,,,,,,,,,
n,"For 2000 onward, data are adjusted to be consistent with M2.",,,,,,,,,,,,,,,,,,,
o,"When data on grants and net lending are not available, figures are equal to total revenue minus total expenditure.",,,,,,,,,,,,,,,,,,,
p,"Refers to credit from banks, repayments, gross proceeds from privatization, and other domestic nonbank financing.",,,,,,,,,,,,,,,,,,,
q,Refers to privatization proceeds.,,,,,,,,,,,,,,,,,,,
r,Refers to state administration.,,,,,,,,,,,,,,,,,,,
s,Expenditure on defense is included in social protection.,,,,,,,,,,,,,,,,,,,
t,Refers to expenditures of the national economy.,,,,,,,,,,,,,,,,,,,
u,Includes defense.,,,,,,,,,,,,,,,,,,,
v,"Prior to 2005, data follow the IMF's Balance of Payments Manual (fifth edition). For 2005 onward, data follow the IMF's Balance of Payments and International Investment Position Manual (sixth edition) .",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,"Agency on Statistics under President of the Republic of Tajikistan (TAJSTAT). Official communication, 10 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Urban population,"For 2000–2017: TAJSTAT. Official communication, 10 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,For 2018: United Nations. World Urbanization Prospects: The 2018 Revision. https://esa.un.org/unpd/wup/Country-Profiles/ (accessed 10 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"TAJSTAT. Official communication, 10 May 2018; past communication; https://www.stat.tj (accessed 7 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Unemployment rate,"For 2000–2015: TAJSTAT. Official communication, 10 May 2018; past communication.",,,,,,,,,,,,,,,,,,
,Labor force  (% annual change),For 2016–2018: Asian Development Bank (ADB) estimates based on data from TAJSTAT.,,,,,,,,,,,,,,,,,,
,Labor force participation rate,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"TAJSTAT. Official communication, 6 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Structure of output,ADB estimates based on data from TAJSTAT.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 6 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Mining                 ,"TAJSTAT. Official communication, 10 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,Manufacturing              ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,"TAJSTAT. Official communication, 10 June 2019; past communication; https://www.stat.tj (accessed 7 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"TAJSTAT. Official communication, 10 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Producer price index,"For 2000–2016: TAJSTAT. Official communication, 10 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,"For 2017–2018: ADB staff estimates based on data from TAJSTAT. Official communication, 10 June 2019; https://www.stat.tj/en/tables-real-sector (accessed 12 July 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Implicit GDP deflator,"For 2000–2016: TAJSTAT. Official communication, 10 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,For 2017: ADB staff estimates based on data from TAJSTAT.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"National Bank of Tajikistan. Official communication, 25 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"TAJSTAT. Official communication, 10 June 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"TAJSTAT. Official communication, 10 June 2019; past communication; https://www.stat.tj (accessed 7 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,   Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/ (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"National Bank of Tajikistan. Official communication, 25 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
