NEW ZEALAND,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Average of period,2.2,2.4,2.2,1.7,1.5,1.4,1.5,1.4,1.4,1.6,1.4,1.3,1.2,1.2,1.2,1.4,1.4,1.4,1.4
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS    as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"54,919","54,981","74,494","92,864","114,833","113,071","133,012","166,872","144,438","150,880","157,093","177,743","192,131","197,347",...,...,...,...,...
,     Long-term debt,"31,073","33,196","42,230","53,108","69,006","62,960","65,751","80,185","78,152","78,070","90,161","100,018","111,413","118,705",...,...,...,...,...
,          Public and publicly guaranteed,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Private nonguaranteed,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Short-term debt,"23,846","21,785","32,265","39,757","45,827","50,111","67,261","86,687","66,287","72,810","66,931","77,725","80,717","78,642",...,...,...,...,...
,     Use of IMF credit,–,–,–,–,–,–,–,–,–,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,          External debt  (% of GNI),107,107,125,116,119,105,128,131,117,130,113,110,113,108,...,...,...,...,...
,          Total long-term debt  (% of total debt),57,60,57,57,60,56,49,48,54,52,57,56,58,60,...,...,...,...,...
,          Short-term debt  (% of total debt),43,40,43,43,40,44,51,52,46,48,43,44,42,40,...,...,...,...,...
,          Debt service   (% of exports of goods and services),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,Debt service  transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Interest on long-term debt,...,"2,090","2,333","2,645","3,453","3,782","5,064","6,673","5,399",...,...,...,...,...,...,...,...,...,...
,     Interest on short-term debt,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in series; 0 or 0.0 = magnitude is less than half of the unit employed; − = magnitude equals zero; * = provisional, preliminary, estimate, budget figure; $ = United States dollars; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; L = liter; NPISHs = nonprofit institutions serving households; NZ$ = New Zealand dollars; SDRs = special drawing rights; t = metric ton.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Note: A base year represented as, e.g. 2009/10, corresponds to the fiscal year (e.g. beginning 1 April 2009 and ending 31 March 2010) and related data is presented under a single year caption (e.g. 2009) under which most of the fiscal year falls.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,Urban rural data based on 2018 boundaries.,,,,,,,,,,,,,,,,,,,
b,Refers to the population aged 15 years and older.,,,,,,,,,,,,,,,,,,,
c,"For 2000–2002, data are based on the Quarterly Employment Survey of businesses designed to produce estimates of the number of filled jobs by industry. A filled job (or occupied position) is the total number of all employees at each business location, plus the number of working proprietors counted by the survey. For 2003 onward, data are based on the Household Labour Force Survey, where all people aged over 15 years are asked if they are employed (among other things).",,,,,,,,,,,,,,,,,,,
d,"Combined to refer to wholesale trade, retail trade, and accommodation.",,,,,,,,,,,,,,,,,,,
e,"Refers to transport, postal, and storage.",,,,,,,,,,,,,,,,,,,
f,"Includes professional, scientific, technical, administrative, and support services; public administration and safety education and training; health care and social assistance; arts, recreation, and other services; and those not specified.",,,,,,,,,,,,,,,,,,,
g,"Refers to unallocated taxes on production and imports, finance service charges, and balancing items. Based on GST and import duties, does not include other taxes.",,,,,,,,,,,,,,,,,,,
h,"Chain-volume series are not additive (i.e., the chain-volume series for an aggregate will not equal the sum of the values of its components). For a full explanation, see the report Chain Volume Measures in National Accounts, available on the Statistics New Zealand website, www.stats.govt.nz.",,,,,,,,,,,,,,,,,,,
i,Includes condensate and naphtha.,,,,,,,,,,,,,,,,,,,
j,"Also includes natural gas liquids in addition to crude, condensate, and naphtha.",,,,,,,,,,,,,,,,,,,
k,"Consumption for petrol, diesel, fuel oil, lpg, and aviation fuel.",,,,,,,,,,,,,,,,,,,
l,"Refers to total net generation, i.e., total gross generation less electricity used by the generator for auxilliary services and internal losses. ",,,,,,,,,,,,,,,,,,,
m,"Actual calendar year data resulting from new methodology used by New Zealand's Ministry of Business, Innovation, and Employment to compute for consumption, as such no data prior to 2014.",,,,,,,,,,,,,,,,,,,
n,Refers to transaction balances (checks) only; excludes government deposits.,,,,,,,,,,,,,,,,,,,
o,"Refers to net electronic funds transfer at point of sale, such as cash card, etc., and other total call funding.",,,,,,,,,,,,,,,,,,,
p,"For 2016 onward, figures are based on new data collection methods for banks, implemented by the Reserve Bank of New Zealand in 2017. With the new data collection methods, New Zealand's monetary aggregates are now internationally compliant and the broad money series aligns with M2, thus, the compilation of M3 is no longer necessary.",,,,,,,,,,,,,,,,,,,
q,"For 2016 onward, M3 has not been compiled since the broad money series is aligned with M2.",,,,,,,,,,,,,,,,,,,
r,Refers to net foreign currency assets.,,,,,,,,,,,,,,,,,,,
s,"For 2016 and 2017, updated data are based on M2 as New Zealand's broad money measure from 2016. All figures prior to this are based on the old M3 measure.",,,,,,,,,,,,,,,,,,,
t,"For 2016, 2017, and 2018, data updated to be based on M2 as the broad money measure from 2016. All figures prior to this are based on the old M3 measure.",,,,,,,,,,,,,,,,,,,
u,Refers to transaction balances (checks) and electronic funds transfer at point of sale (excluding checks).,,,,,,,,,,,,,,,,,,,
v,Includes term deposits.,,,,,,,,,,,,,,,,,,,
w,"Excludes those of the Reserve Bank of New Zealand; refers to claims on government, public entities, and the private sector.",,,,,,,,,,,,,,,,,,,
x,"Figures were converted from New Zealand dollars to United States dollars, using the average annual exchange rate for NZ$–$, calculated from monthly average data that is sourced from the Reserve Bank of New Zealand.",,,,,,,,,,,,,,,,,,,
y,"Financial account is calculated as the sum of direct investment, portfolio investment, financial derivatives, and other investment, less reserves and related items.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Sources:,,,,,,,,,,,,,,,,,,,,
,Population,"Statistics New Zealand (SNZ). Official communication, 18 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"SNZ. Official communication, 18 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"SNZ. Official communication, 18 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#home (accessed 30 May 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Manufacturing,Organisation for Economic Co-operation and Development. https://data.oecd.org/industry/industrial-production.htm (accessed 25 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,"Government of New Zealand, Ministry of Business, Innovation, and Employment. Official communication, 26 March 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"SNZ. Official communication, 18 April 2019. 
Stats NZ Infoshare, http://archive.stats.govt.nz/infoshare/ (accessed 25 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"Reserve Bank of New Zealand. Official communication, 25 March 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"SNZ. Official communication, 18 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"SNZ. Official communication, 18 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade,International Monetary Fund (IMF). International Financial Statistics. http://data.imf.org/ (accessed 20 May 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"SNZ. Official communication, 18 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
