AZERBAIJAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Principal repayments on long-term debt,21.5,58.9,87.0,116.9,146.9,151.6,180.2,74.9,172.8,265.2,306.0,865.6,947.9,"1,569.7","1,578.2","1,601.4","1,346.8","1,793.9","1,481.5*"
,     Interest on long-term debt,37.1,22.5,14.4,17.0,19.7,26.9,38.9,78.6,89.6,67.2,78.8,235.7,306.4,322.2,275.8,296.3,406.8,447.0,522.9*
,     Interest on short-term debt,5.2,5.2,3.7,2.9,3.6,6.5,14.5,70.3,44.7,12.4,15.2,1.4,27.3,22.5,26.9,24.8,30.4,10.7,…
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),5.4,1.4,0.8,1.6,2.7,2.9,4.8,5.2,3.7,1.9,1.9,1.8,2.4,0.8,3.5,1.0,3.9,3.4,…
,     Maturity   (years),19.7,33.4,34.8,32.0,22.0,21.0,21.6,18.6,17.8,23.4,13.4,14.4,13.8,18.7,13.2,10.8,12.0,15.1,…
,     Grace period   (years),3.7,9.9,10.3,8.4,5.5,5.3,6.4,3.8,4.9,6.0,3.6,2.9,3.3,4.1,7.9,1.8,5.9,4.5,…
,     Grant element   (%),31.3,72.8,78.8,68.6,49.9,46.1,36.4,28.2,39.3,57.3,42.7,43.1,40.0,58.3,39.7,38.5,31.2,37.2,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"... = data not available; | = marks break in series; – = magnitude equals zero; 0 or 0.0 = magnitude is less than half of unit employed; * = provisional, preliminary, estimate, budget figure; $ = United States dollars; AZN = Azerbaijan manats;  fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; m3 = cubic meter; NPISHs = nonprofit institutions serving households; SDRs = special drawing rights; t = metric ton.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,Data refer to midyear estimates calculated from beginning-of-the-year population from the State Statistical Committee of the Republic of Azerbaijan.,,,,,,,,,,,,,,,,,,,
b,Data are based on the results of the 2009 population census and on the International Labour Organization's methodology.,,,,,,,,,,,,,,,,,,,
c,Volume of financial intermediation services indirectly measured for 2010 onward has been distributed by type of economic activity.,,,,,,,,,,,,,,,,,,,
d,Includes NPISHs.,,,,,,,,,,,,,,,,,,,
e,Derived from balance-of-payments data.,,,,,,,,,,,,,,,,,,,
f,Refers to petroleum coke.,,,,,,,,,,,,,,,,,,,
g,Includes hydro and thermal sources.,,,,,,,,,,,,,,,,,,,
h,Includes term deposits in national currency and deposits in foreign currency.,,,,,,,,,,,,,,,,,,,
i,"Refers to net claims on government, including state-owned enterprises.",,,,,,,,,,,,,,,,,,,
j,Excludes banks.,,,,,,,,,,,,,,,,,,,
k,Data on government finance statistics are based on the State Budget.,,,,,,,,,,,,,,,,,,,
l,Includes expenditures on defense and other services not elsewhere classified.,,,,,,,,,,,,,,,,,,,
m,"From 2005 onward, data are sourced from balance of payments statistics.",,,,,,,,,,,,,,,,,,,
n,Compiled based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition).,,,,,,,,,,,,,,,,,,,
o,Includes oil bonus.,,,,,,,,,,,,,,,,,,,
p,Includes debt securities.,,,,,,,,,,,,,,,,,,,
q,"Calculated as the sum of current account balance, capital account, and net errors and omissions, minus financial account.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,"Asian Development Bank (ADB) estimates based on data from the State Statistical Committee (SSC) of the Republic of Azerbaijan. Official communication, 31 May 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"SSC. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"SSC. Official communication, 13 July 2019; past communication.",,,,,,,,,,,,,,,,,,
,          Investment Financing,,,,,,,,,,,,,,,,,,,
,               Gross National Saving,For 2000–2006: ADB estimates.,,,,,,,,,,,,,,,,,,
,,"For 2007–2018: SSC. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,          Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 27 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,          Mining,"SSC. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,          Industry,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,"SSC. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"SSC. Official communication, 22 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"Central Bank of the Republic of Azerbaijan (CBA). Official communication, 3 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"SSC. Official communication, 25 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,          Percent of GDP at current market prices,,,,,,,,,,,,,,,,,,,
,               Expenditure,,,,,,,,,,,,,,,,,,,
,               Net lending/borrowing,ADB estimates.,,,,,,,,,,,,,,,,,,
,               Primary balance,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"For 2000–2004: SSC. Official communication, 24 April 2009; past communication. ",,,,,,,,,,,,,,,,,,
,,"For 2005–2018: CBA. Official communication, 3 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,          Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/?sk=9D6028D4-F14A-464C-A2F2-59B2CD424B85 (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"CBA. Official communication, 3 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
