MYANMAR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,          Public and publicly guaranteed,"5,691.9","5,536.5","6,082.7","6,699.3","6,707.9","6,428.8","6,718.9","7,615.2","7,577.4","7,963.9","8,616.2","9,239.5","9,924.2","11,092.0","12,708.2","13,566.8","13,206.5","14,837.4",…
,          Private nonguaranteed,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,66.1,47.2,28.3,…
,     Short-term debt,492.2,508.8,650.1,779.7,821.4,796.4,851.7,"1,012.6",999.4,"1,060.6","1,181.3","1,191.3",976.8,893.4,803.7,868.6,847.0,915.7,…
,     Use of IMF credit,54.8,54.2,59.7,64.4,65.7,62.6,65.7,71.5,65.0,373.1,389.7,380.7,377.7,379.9,339.0,346.2,333.5,357.3,…
,,,,,,,,,,,,,,,,,,,,
,               External debt   (% of GNI),70.1,94.3,100.3,72.1,71.9,60.8,52.7,43.1,27.1,25.5,20.6,18.0,19.6,21.2,22.2,26.0,23.6,24.5,…
,               Total long-term debt   (% of total debt),91.2,90.8,89.6,88.8,88.3,88.2,88.0,87.5,87.7,84.7,84.6,85.5,88.0,89.7,91.7,91.8,91.8,92.1,…
,               Short-term debt   (% of total debt),7.9,8.3,9.6,10.3,10.8,10.9,11.2,11.6,11.6,11.3,11.6,11.0,8.7,7.2,5.8,5.9,5.9,5.7,…
,               Debt service   (% of exports of goods and services),1.0,0.6,0.7,0.8,0.7,0.6,1.2,1.3,1.4,1.8,3.2,2.7,12.1,2.8,6.9,8.1,12.3,5.2,…
,,,,,,,,,,,,,,,,,,,,
,Debt service    transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,16.0,13.1,16.0,17.5,19.2,21.5,37.8,54.7,62.5,82.3,204.5,152.1,892.8,183.4,464.3,594.0,947.0,552.9,290.0
,     Interest on long-term debt,2.0,1.3,1.3,1.3,1.3,1.1,16.4,22.7,24.9,28.9,42.8,78.9,284.9,159.9,498.9,587.0,783.0,239.2,131.5
,     Interest on short-term debt,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,…
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),5.4,2.0,1.0,2.4,2.6,2.9,2.5,2.1,3.8,4.4,3.7,4.4,1.0,1.4,0.3,0.8,1.4,0.8,…
,     Maturity   (years),15.1,14.0,15.2,13.5,16.6,12.5,16.9,20.1,20.3,20.7,19.2,18.6,30.0,30.5,38.4,37.7,31.4,37.3,…
,     Grace period   (years),6.1,3.0,4.4,4.8,7.1,3.1,6.4,7.2,6.0,6.0,5.0,4.9,8.8,8.3,10.4,6.2,7.9,6.1,…
,     Grant element   (%),28.2,42.4,51.6,42.9,48.7,33.8,48.2,55.2,41.7,38.4,40.9,34.8,71.0,68.0,83.5,75.9,69.6,75.5,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in series; 0.0 = magnitude is less than half of unit employed; – = magnitude equals zero; $ = United States dollars;  cif = cost, insurance, and freight; fob = free on board; ft3 = cubic feet; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; L = liter; MK = kyats; SDRs = special drawing rights; t = metric ton.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2000–2013, data were obtained from the World Development Indicators (WDI) database (World Bank). For 2014–2018, data are based on the results of 2014 Myanmar Population and Housing Census. For 2000–2013, population density data were derived using population data and surface area of 676,590 square kilometers obtained from the WDI database. For 2014–2018, population density data were provided by the Government of Myanmar's Central Statistical Organization (CSO).",,,,,,,,,,,,,,,,,,,
b,"For 2014, data are from 2014 Myanmar Population and Housing Census. For 2015, data are from Myanmar Labour Force, Child Labour, and School to Work Transition Survey 2015. For 2017 and 2018, data are from Myanmar Annual Labour Force Survey, Q1 2017 and Q1 2018, respectively; all cover the population 15 years and older. Component figures may not add up to totals due to rounding.",,,,,,,,,,,,,,,,,,,
c,"Includes professional, scientific, and technical activities; administrative and support service activities; public administration and defense; compulsory social security; human health and social work activities; education; arts, entertainment, and recreation; other service activities; activities of households as employers; undifferentiated goods- and services-producing activities of households for own use; and activities of extraterritorial organizations and bodies.",,,,,,,,,,,,,,,,,,,
d,Includes real estate activities.,,,,,,,,,,,,,,,,,,,
e,"Includes professional, scientific, and technical activities; and administrative and support service activities.",,,,,,,,,,,,,,,,,,,
f,A significant change from 2010 onward was due to the adoption of the managed float exchange rate regime for the kyat against the United States (US) dollar by the Central Bank of Myanmar.,,,,,,,,,,,,,,,,,,,
g,Refers to total final consumption expenditure.,,,,,,,,,,,,,,,,,,,
h,Derived based on official GDP estimates from the CSO and population data from the WDI database (2000–2013) and the CSO (2014–2018).,,,,,,,,,,,,,,,,,,,
i,For the fiscal year beginning 1 April.,,,,,,,,,,,,,,,,,,,
j,"For 2009 onward, data were converted from barrels to metric tons using a conversion factor of 1 barrel = 0.15897882 metric tons.",,,,,,,,,,,,,,,,,,,
k,Data are for fiscal year beginning 1 April. Terajoule figures were converted to million cubic feet using 0.947867299 as conversion factor.,,,,,,,,,,,,,,,,,,,
l,"Data are for fiscal year beginning 1 April. For 2001 onward, data are only for the Myanmar Electric Power Enterprise, which is the main distributor of electric power in Myanmar. ",,,,,,,,,,,,,,,,,,,
m,"For 2002 onward, data refer to units sold by the Myanmar Electric Power Enterprise.",,,,,,,,,,,,,,,,,,,
n,"According to the IMF's Monetary and Financial Statistics Manual, currency outside depository corporations is defined as currency outside the central bank less currency holdings of other depository corporations.",,,,,,,,,,,,,,,,,,,
o,"For 2007–2011, data are as amended by the IMF Supplemental Reserve Facility format, and from official communication from the Government of Myanmar's Ministry of National Planning and Economic Development.",,,,,,,,,,,,,,,,,,,
p,Excludes government deposits.,,,,,,,,,,,,,,,,,,,
q,"For 2007–2011, includes savings, time, and other deposits.",,,,,,,,,,,,,,,,,,,
r,"For 2000–2010, data are based on the IMF's Balance of Payments Manual (fourth edition). For 2011–2013, data are based on the IMF's Balance of Payments Manual (fifth edition). For 2014–2017, data are based on the IMF's Balance of Payments and International Investment Position Manual (sixth edition). For 2012 onward, used the managed float exchange rate regime for the kyat against the US dollar adopted by the Central Bank of Myanmar.",,,,,,,,,,,,,,,,,,,
s,"For 2000–2011, the official exchange rate was pegged to the SDRs. Beginning 1 April 2012, the Central Bank of Myanmar adopted the managed float exchange rate regime for the kyat against the US dollar.",,,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,For 2000–2013: World Bank. World Development Indicators Online. http://databank.worldbank.org/data/reports.aspx?source=world-development-indicators# (accessed July 2017).,,,,,,,,,,,,,,,,,,
,,"For 2014–2018: Government of Myanmar, Central Statistical Organization (CSO). Official communication, 25 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Urban Population,For 2000–2013: World Bank. World Development Indicators Online. http://databank.worldbank.org/data/reports.aspx?source=world-development-indicators# (accessed July 2017).,,,,,,,,,,,,,,,,,,
,,"For 2014–2018: CSO. Official communication, 25 April 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"CSO. Official communication, 31 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Agriculture,"For 2000–2009: Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 24 June 2019).
",,,,,,,,,,,,,,,,,,
,,"For 2010–2017: CSO. Official communication, 1 July 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Mining,"For 2000–2009: Government of Myanmar, Ministry of National Planning and Economic Development. Official communication, 15 July 2015; past communication; other publications.
For 2010–2017: CSO. Official communication, 1 July 2019; past communication.
",,,,,,,,,,,,,,,,,,
,Manufacturing,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Crude Petroleum, ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production,For 2000–2008: United Nations (UN). Energy Statistics Database. http://www.data.un.org/Data.aspx?d=ILO&f=srID%3a4230 (accessed May 2013). ,,,,,,,,,,,,,,,,,,
,,"For 2009–2018: CSO. Official communication, 25 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Consumption,"For 2000–2011: UN. 2014. Energy Statistics Yearbook 2011. New York. http://unstats.un.org/UNSD/energy/yearbook/2011/214.pdf (accessed June 2015).
CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,Imports,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Coal,"CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,   Natural Gas,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production,"CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Consumption,"For 2000–2011: UN. 2014. Energy Statistics Yearbook 2011. New York. http://unstats.un.org/UNSD/energy/yearbook/2011/214.pdf (accessed June 2015).
",,,,,,,,,,,,,,,,,,
,,"CSO. Official communication, 5 June 2019; past communication. ",,,,,,,,,,,,,,,,,,
, , ,,,,,,,,,,,,,,,,,,
,Electricity and Retail Prices,"CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"CSO. Official communication, 31 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"CSO. Official communication, 25 April 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/?sk=9D6028D4-F14A-464C-A2F2-59B2CD424B85 (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"Government of Myanmar, Ministry of National Planning and Economic Development. Official communication, 1 July 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
