BANGLADESH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,          Imports,"7,566.0","8,430.0","7,697.0","8,707.0","9,840.0","11,870.0","13,301.0","15,511.0","19,481.0","20,291.0","21,388.0","32,527.0","33,309.0","33,576.0","36,571.0","37,662.0","39,901.0","43,491.0","54,463.0"
,     Balance on services,-645.0,-914.0,-499.0,-691.0,-874.0,-870.0,"-1,023.0","-1,255.0","-1,525.0","-1,616.0","-1,233.0","-2,612.0","-3,001.0","-3,162.0","-4,096.0","-3,186.0","-2,708.0","-3,288.0","-4,574.0"
,          Credit,849.0,759.0,865.0,887.0,924.0,"1,177.0","1,340.0","1,484.0","1,891.0","1,832.0","2,478.0","2,573.0","2,694.0","2,830.0","3,115.0","3,084.0","3,523.0","3,621.0","4,539.0"
,          Debit,"1,494.0","1,673.0","1,364.0","1,578.0","1,798.0","2,047.0","2,363.0","2,739.0","3,416.0","3,448.0","3,711.0","5,185.0","5,695.0","5,992.0","7,211.0","6,270.0","6,231.0","6,909.0","9,113.0"
,     Balance on primary income,-302.0,-344.0,-402.0,-358.0,-374.0,-680.0,-702.0,-905.0,-994.0,"-1,484.0","-1,484.0","-1,454.0","-1,549.0","-2,369.0","-2,635.0","-2,252.0","-1,915.0","-1,870.0","-2,392.0"
,          Credit,97.0,97.0,50.0,64.0,63.0,116.0,136.0,244.0,217.0,95.0,52.0,124.0,193.0,120.0,131.0,76.0,74.0,82.0,113.0
,          Debit,399.0,441.0,452.0,422.0,437.0,796.0,838.0,"1,149.0","1,211.0","1,579.0","1,536.0","1,578.0","1,742.0","2,489.0","2,766.0","2,328.0","1,989.0","1,952.0","2,505.0"
,     Balance on secondary income,"2,394.0","2,171.0","2,826.0","3,440.0","3,743.0","4,290.0","5,438.0","6,554.0","8,551.0","10,226.0","11,596.0","12,315.0","13,423.0","14,928.0","14,934.0","15,895.0","15,345.0","13,299.0","15,444.0"
,          Credit,...,...,"2,757.0","3,358.0","3,682.0","4,253.0","5,313.0","6,457.0","8,402.0","10,154.0","11,469.0","12,212.0","13,317.0",...,…,…,…,…,…
,          Debit,...,...,69.0,82.0,61.0,37.0,125.0,97.0,149.0,72.0,127.0,103.0,106.0,...,…,…,…,…,…
,Capital account,561.0,432.0,410.0,428.0,196.0,163.0,375.0,490.0,576.0,451.0,512.0,642.0,482.0,629.0,598.0,496.0,464.0,400.0,292.0
,     Credit,561.0,432.0,410.0,428.0,196.0,163.0,375.0,490.0,576.0,451.0,512.0,642.0,482.0,629.0,598.0,496.0,464.0,400.0,292.0
,     Debit,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,Financial account,-116.0,682.0,391.0,413.0,-31.0,784.0,-141.0,762.0,-457.0,-825.0,-651.0,651.0,"1,436.0","2,770.0","2,855.0","1,267.0",944.0,"4,247.0","9,076.0"
,     Direct investment,383.0,550.0,391.0,376.0,276.0,800.0,743.0,793.0,748.0,961.0,913.0,775.0,"1,191.0","1,726.0","1,474.0","1,172.0","1,285.0","1,653.0","1,583.0"
,     Portfolio investment,–,–,-6.0,2.0,6.0,–,32.0,106.0,47.0,-159.0,-117.0,109.0,240.0,368.0,937.0,379.0,139.0,457.0,365.0
,     Financial derivatives,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Other investment,-499.0,132.0,6.0,35.0,-313.0,-16.0,-916.0,-137.0,"-1,252.0","-1,627.0","-1,447.0",-233.0,5.0,676.0,444.0,-284.0,-480.0,"2,137.0","7,128.0"
,Net errors and omissions,152.0,-297.0,-550.0,-202.0,-170.0,-323.0,-720.0,-695.0,-490.0,16.0,-720.0,-263.0,-977.0,-659.0,621.0,-882.0,-634.0,-147.0,-473.0
,Overall balance,179.0,-281.0,408.0,815.0,171.0,67.0,338.0,"1,493.0",331.0,"2,058.0","2,865.0",-656.0,494.0,"5,128.0","5,483.0","4,373.0","5,036.0","3,169.0",-885.0
,Reserves and related items,-179.0,281.0,-408.0,-815.0,-171.0,-67.0,-338.0,"-1,493.0",-331.0,"-2,058.0","-2,865.0",656.0,-494.0,"-5,128.0","-5,483.0","-4,373.0","-5,036.0","-3,169.0",885.0
,International investment position,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,...
,,,,,,,,,,,,,,,,,,,,
,              Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,12.1,13.7,12.5,12.5,13.3,14.2,14.5,15.1,15.4,15.2,14.1,17.6,18.0,17.7,17.2,15.7,15.1,13.6,13.2
,               Imports,16.6,18.6,16.3,16.8,17.6,20.6,21.5,22.6,24.5,22.8,21.5,25.3,25.0,22.4,21.2,19.3,18.0,17.4,19.9
,               Balance on goods ,-4.0,-4.3,-3.7,-4.3,-4.1,-5.5,-4.0,-4.3,-5.8,-4.6,-4.5,-7.7,-7.0,-4.7,-3.9,-3.6,-2.9,-3.8,-6.7
,               Current account balance,-0.9,-2.4,0.3,0.3,0.3,-1.0,1.3,1.4,0.9,2.7,3.7,-1.3,-0.3,1.6,0.8,1.8,1.9,-0.5,-3.6
,               Overall balance,0.4,-0.6,0.9,1.6,0.3,0.1,0.5,2.2,0.4,2.3,2.9,-0.5,0.4,3.4,3.2,2.2,2.3,1.3,-0.3
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,"1,515.6","1,305.4","1,722.1","2,624.2","3,222.4","2,825.3","3,877.0","5,278.0","5,788.6","10,343.3","11,177.5","9,192.1","12,751.1","18,092.0","22,310.7","27,493.1","32,278.8","33,423.8","32,019.2"
,"     Gold, national valuation",29.6,30.4,38.9,46.3,49.9,58.1,71.4,94.6,99.3,124.4,613.2,682.5,719.9,527.7,525.3,469.7,502.8,574.6,566.5
,     Foreign exchange,"1,485.3","1,273.6","1,680.7","2,574.4","3,170.9","2,766.0","3,803.9","5,182.2","5,686.7","9,499.9","9,904.1","7,775.1","11,393.3","16,579.6","20,796.4","25,801.3","30,294.5","31,289.1","29,973.4"
,     Reserve position in the IMF,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.8,0.8,0.8,0.8,180.1,190.9,186.5
,     SDRs,0.4,1.2,2.2,3.2,1.2,0.9,1.3,0.8,2.1,718.5,659.6,733.8,637.2,984.0,988.1,"1,221.2","1,301.4","1,369.2","1,292.9"
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (Tk–$),,,,,,,,,,,,,,,,,,,
,End of period,54.0,57.0,57.9,58.8,60.7,66.2,69.1,68.6,68.9,69.3,70.7,81.9,79.8,77.8,77.9,78.5,78.7,82.7,83.9
,Average of period,52.1,55.8,57.9,58.2,59.5,64.3,68.9,68.9,68.6,69.0,69.6,74.2,81.9,78.1,77.6,77.9,78.5,80.4,83.5
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS    as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"15,602.8","14,981.0","16,690.0","18,443.0","19,716.8","18,505.6","20,162.7","21,575.0","23,407.6","25,437.5","26,880.7","27,276.7","28,559.0","31,839.0","33,004.8","36,305.4","38,819.7","47,154.8",...
,     Long-term debt,"14,991.7","14,412.4","15,983.2","17,682.4","18,701.0","17,441.4","18,437.3","19,630.3","20,755.1","22,028.7","22,528.6","23,900.6","25,386.9","26,607.7","27,381.8","28,059.9","29,436.8","34,762.6",...
,          Public and publicly guaranteed,"14,991.7","14,412.4","15,983.2","17,682.4","18,701.0","17,441.4","18,437.3","19,484.9","20,333.4","21,243.5","21,452.7","22,446.6","23,597.7","24,416.9","24,273.1","24,714.0","26,343.9","31,367.3",...
,          Private nonguaranteed,–,–,–,–,–,–,–,145.4,421.7,785.2,"1,076.0","1,454.0","1,789.2","2,190.8","3,108.7","3,346.0","3,092.9","3,395.4",...
,     Short-term debt,334.0,360.7,572.1,617.0,712.0,688.4,"1,178.0","1,369.7","1,894.3","1,934.2","2,949.2","2,105.3","1,959.2","3,734.9","4,153.0","6,632.7","7,836.4","10,766.9",...
,     Use of IMF credit,277.1,207.8,134.7,143.6,303.8,375.8,547.4,575.0,758.2,"1,474.7","1,402.9","1,270.8","1,212.9","1,496.4","1,470.0","1,612.7","1,546.5","1,625.3",...
,,,,,,,,,,,,,,,,,,,,
,               External debt   (% of GNI),28.3,26.9,29.3,29.5,29.0,25.5,26.6,25.5,23.7,23.0,21.6,19.6,19.7,19.6,17.9,17.5,16.6,18.1,...
,               Total long-term debt   (% of total debt),96.1,96.2,95.8,95.9,94.8,94.2,91.4,91.0,88.7,86.6,83.8,87.6,88.9,83.6,83.0,77.3,75.8,73.7,...
,               Short-term debt   (% of total debt),2.1,2.4,3.4,3.3,3.6,3.7,5.8,6.3,8.1,7.6,11.0,7.7,6.9,11.7,12.6,18.3,20.2,22.8,...
,               Debt service   (% of exports of goods and services),10.6,9.6,10.2,8.3,7.1,7.2,5.5,7.0,5.3,6.0,5.2,6.0,5.9,6.0,6.0,4.7,4.7,5.5,...
,,,,,,,,,,,,,,,,,,,,
,Debt service    transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,488.7,424.8,447.3,412.2,451.8,574.8,482.6,744.0,669.1,770.2,837.5,"1,187.4","1,155.7","1,461.2","1,573.1","1,290.3","1,348.2","1,490.8","2,264.3"
,     Interest on long-term debt,165.4,158.2,157.3,159.1,175.4,198.9,167.5,187.3,216.9,207.6,208.7,269.7,259.9,264.1,279.7,236.7,272.0,420.6,735.5
,     Interest on short-term debt,22.2,16.0,12.0,13.0,23.7,35.1,58.8,72.0,39.0,23.9,31.8,49.5,28.0,47.2,51.2,87.3,136.7,243.6,...
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments  ,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),2.3,1.5,1.3,1.2,1.0,1.5,2.0,2.1,1.2,2.0,0.9,1.0,1.7,0.7,0.8,0.9,2.1,1.3,...
,     Maturity   (years),26.4,33.1,34.0,31.8,36.6,35.1,33.6,32.3,37.5,25.5,31.0,33.3,28.1,34.6,33.2,32.2,29.4,23.8,...
,     Grace period   (years),7.3,8.5,8.6,8.2,9.4,9.2,8.7,8.2,9.5,7.4,8.3,4.7,7.4,8.6,8.2,7.0,9.1,6.0,...
,     Grant element   (%),57.7,68.9,71.1,70.1,76.3,71.1,66.1,64.6,75.4,54.8,71.8,68.5,62.8,76.4,74.1,71.6,62.7,62.3,...
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"... = data not available; | = marks break in series; – = magnitude equals zero; (-/+) 0.0 = magnitude is less than half of unit employed; * = provisional, preliminary, estimate, budget figure; $ = United States dollars; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; m3 = cubic meter; NPISHs = nonprofit institutions serving households; SDRs = special drawing rights; t = metric ton; Tk = taka.",,,,,,,,,,,,,,,,,,,,
,"Note: A base year represented as, e.g., 2000/2001, corresponds to the fiscal year (e.g., beginning 1 July 2000 and ending 30 June 2001) and related data is presented in the column for the single year during which most of the fiscal year occurred (e.g., 2001) .",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2000–2018, population data are based on the Bangladesh Bureau of Statistics Sample Vital Registration System. ",,,,,,,,,,,,,,,,,,,
b,"For 2000–2010, data include electricity, gas, steam, and air-conditioning supply; water supply; and sewerage, waste management, and remediation activities.",,,,,,,,,,,,,,,,,,,
c,"For 2000–2010, data include wholesale and retail trade; repair of motor vehicles and motorcycles; and accommodation and food service activities. ",,,,,,,,,,,,,,,,,,,
d,"For 2000–2010, data include transportation and storage; and information and communication.",,,,,,,,,,,,,,,,,,,
e,"For 2000–2010, data include real estate, renting and business activities; education, health, and social work; and community, social, and personal services. Data from 2011 onward include community, social, and personal services.",,,,,,,,,,,,,,,,,,,
f,Refers to gross fixed capital formation.,,,,,,,,,,,,,,,,,,,
g,Gross fixed capital formation includes data on changes in inventories.,,,,,,,,,,,,,,,,,,,
h,"For 2000–2002, net current transfers are the sum of net transfers from abroad and net borrowings from abroad.",,,,,,,,,,,,,,,,,,,
i,"In estimating the GDP and GNI per capita, the population as of January is used.",,,,,,,,,,,,,,,,,,,
j,"For 2014, data are from 1 January to 28 February.",,,,,,,,,,,,,,,,,,,
k,"For 2014, data are from July 2013 to April 2014.",,,,,,,,,,,,,,,,,,,
l,"Refers to gross rent, fuel, and lighting.",,,,,,,,,,,,,,,,,,,
m,For agricultural and industrial products.,,,,,,,,,,,,,,,,,,,
n,"Refers to food, nonalcoholic and alcoholic beverages, and tobacco.",,,,,,,,,,,,,,,,,,,
o,Excludes interbank and government deposits.,,,,,,,,,,,,,,,,,,,
p,Refers to claims on other public sector in 2008 to 2018.,,,,,,,,,,,,,,,,,,,
q,Refers to total advances and investments of deposit-taking banks.,,,,,,,,,,,,,,,,,,,
r,Refers to savings bank accounts with checking facilities.,,,,,,,,,,,,,,,,,,,
s,Derived as revenue less expense.,,,,,,,,,,,,,,,,,,,
t,"Derived as revenue less expense, plus the consumption of fixed capital.",,,,,,,,,,,,,,,,,,,
u,"From 2009 onward, ""Others"" includes expenditure from other ministries.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,"For 2000–2011: Bangladesh Bureau of Statistics (BBS). Official communication, 17 July 2016; past communication; official website: http://www.bbs.gov.bd.",,,,,,,,,,,,,,,,,,
,,For 2012–2018: BBS. Report on Bangladesh Sample Vital Statistics 2016 and 2017. http://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/6a40a397_6ef7_48a3_80b3_78b8d1223e3f/SVRS_2017.pdf.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Urban population,"For 2000–2013: BBS. Official communication, 11 June 2014; past communication. ",,,,,,,,,,,,,,,,,,
,,"For 2014–2018: United Nations, Department of Economic and Social Affairs, Population Division (2018). World Urbanization Prospects: The 2018 Revision, Online Edition. https://esa.un.org/unpd/wup/Country-Profiles/.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"BBS. Official communication, 16 May 2019; past communication; official website: http://www.bbs.gov.bd.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"BBS. Official communication, 16 May 2019; past communication; official website: http://www.bbs.gov.bd.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 20 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Mining,"BBS. Official communication, 16 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,     Manufacturing,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Crude Petroleum ,,,,,,,,,,,,,,,,,,,
,        Production,"For 2000–2004: Government of Bangladesh, Ministry of Finance (MOF). Bangladesh Economic Review 2006–2007; past issues. ",,,,,,,,,,,,,,,,,,
,        Consumption,"For 2005–2018: BBS. Official communication, 16 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,        Imports,"BBS. Official communication, 16 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Coal,"BBS. Official communication, 16 May 2019; past communication. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Natural Gas ,"BBS. Official communication, 16 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,     Electricity,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"BBS. Official communication, 16 May 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Money and Banking,"For 2000–2018: Bangladesh Bank. Official communication, 18 April 2019; past communication; Monthly Economic Statistics, January 2017. https://www.bb.org.bd/pub/monthly/econtrds/jan17/econtrds.php. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"MOF. Official communication, 16 June 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Expenditure by Function,"For 2000–2007: BBS. Official communication, 16 May 2012; past communication.",,,,,,,,,,,,,,,,,,
,,"For 2008–2017: MOF. Official communication, 10 July 2019; Bangladesh Economic Review 2012. ",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"Bangladesh Bank. Official communication, 18 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Direction of Trade,International Monetary Fund (IMF). Direction of Trade Statistics. http://data.imf.org/?sk=9D6028D4-F14A-464C-A2F2-59B2CD424B85 (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payments,"Bangladesh Bank. Official communication, 18 April 2019; past communication.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,International Reserves   ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates            ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Indebtedness,World Bank. World Development Indicators. https://data.worldbank.org/indicator (accessed 4 April 2019).,,,,,,,,,,,,,,,,,,
